X,Y,U1,U2
0.0955573,0.0294755,0.149879,-0.872399
0.0826239,0.056332,0.131873,-0.991213
0.062349,0.0781832,0.10001,-1.08689
0.0365341,0.0930874,0.0584638,-1.15287
0.00747301,0.0997204,0.0108138,-1.18176
-0.0222521,0.0974928,-0.0353679,-1.17204
-0.05,0.0866025,-0.0794999,-1.12444
-0.0733052,0.0680173,-0.11717,-1.04193
-0.0900969,0.0433884,-0.142749,-0.934133
-0.0988831,0.0149042,-0.154488,-0.810016
-0.0988831,-0.0149042,-0.153228,-0.681931
-0.0900969,-0.0433884,-0.138581,-0.562254
-0.0733052,-0.0680173,-0.111084,-0.457688
-0.05,-0.0866025,-0.0743568,-0.380567
-0.0222521,-0.0974928,-0.0329971,-0.335146
0.00747301,-0.0997204,0.0102677,-0.325907
0.0365341,-0.0930874,0.0550333,-0.352776
0.062349,-0.0781832,0.0945987,-0.414269
0.0826239,-0.056332,0.125697,-0.50805
0.0955573,-0.0294755,0.147281,-0.619633
0.1,0.0,0.155776,-0.745584
0.48,-0.5,0.309401,-2.34122e-38
0.46,-0.5,0.293883,-2.31044e-38
0.44,-0.5,0.278541,-2.28112e-38
0.42,-0.5,0.263357,-2.25315e-38
0.4,-0.5,0.248316,-2.22603e-38
0.37,-0.5,0.226009,-2.18644e-38
0.35,-0.5,0.211321,-2.16047e-38
0.33,-0.5,0.196787,-2.1328e-38
0.31,-0.5,0.18242,-2.10559e-38
0.29,-0.5,0.168259,-2.07538e-38
0.27,-0.5,0.154327,-2.04554e-38
0.25,-0.5,0.140657,-2.01222e-38
0.23,-0.5,0.12729,-1.97884e-38
0.21,-0.5,0.114264,-1.94327e-38
0.19,-0.5,0.101614,-1.90681e-38
0.17,-0.5,0.0893618,-1.87009e-38
0.15,-0.5,0.0775243,-1.83375e-38
0.12,-0.5,0.0605551,-1.78175e-38
0.1,-0.5,0.0497392,-1.75094e-38
0.08,-0.5,0.0392935,-1.72272e-38
0.06,-0.5,0.0291693,-1.70022e-38
0.04,-0.5,0.019298,-1.68329e-38
0.02,-0.5,0.00960437,-1.67295e-38
0.5,-0.5,0.325127,-1.18306e-38
0.0,-0.5,-0.0,-1.66964e-38
0.5,0.48,0.273444,-1.34303
0.5,0.46,0.280995,-1.31638
0.5,0.44,0.288511,-1.28976
0.5,0.42,0.295961,-1.26314
0.5,0.4,0.303334,-1.23651
0.5,0.37,0.314245,-1.19653
0.5,0.35,0.32143,-1.16984
0.5,0.33,0.328556,-1.14313
0.5,0.31,0.335633,-1.11642
0.5,0.29,0.342661,-1.08973
0.5,0.27,0.34964,-1.0631
0.5,0.25,0.356553,-1.03658
0.5,0.23,0.363362,-1.01019
0.5,0.21,0.370029,-0.983977
0.5,0.19,0.376503,-0.957989
0.5,0.17,0.382703,-0.932266
0.5,0.15,0.388541,-0.906835
