X,Y,U1,U2
0.0955573,0.0294755,-0.416385,0.41397
0.0826239,0.056332,-0.361683,0.457645
0.062349,0.0781832,-0.273484,0.493105
0.0365341,0.0930874,-0.160293,0.518774
0.00747301,0.0997204,-0.0308759,0.529215
-0.0222521,0.0974928,0.0971512,0.525583
-0.05,0.0866025,0.219443,0.508709
-0.0733052,0.0680173,0.320894,0.476409
-0.0900969,0.0433884,0.393692,0.436743
-0.0988831,0.0149042,0.430822,0.391238
-0.0988831,-0.0149042,0.429722,0.34461
-0.0900969,-0.0433884,0.389864,0.302283
-0.0733052,-0.0680173,0.3158,0.265121
-0.05,-0.0866025,0.213724,0.238253
-0.0222521,-0.0974928,0.094767,0.222985
0.00747301,-0.0997204,-0.0306688,0.220141
0.0365341,-0.0930874,-0.157311,0.229003
0.062349,-0.0781832,-0.268823,0.249904
0.0826239,-0.056332,-0.355812,0.283322
0.0955573,-0.0294755,-0.414366,0.322135
0.1,0.0,-0.435149,0.367602
0.48,-0.5,-0.658422,3.29053e-39
0.46,-0.5,-0.629662,2.8791499999999997e-39
0.44,-0.5,-0.601101,2.5064899999999998e-39
0.42,-0.5,-0.572689,2.17156e-39
0.4,-0.5,-0.544382,1.8657099999999997e-39
0.37,-0.5,-0.502043,1.4531899999999998e-39
0.35,-0.5,-0.473884,1.2046199999999998e-39
0.33,-0.5,-0.445755,9.53131e-40
0.31,-0.5,-0.417652,7.184440000000001e-40
0.29,-0.5,-0.389599,4.66833e-40
0.27,-0.5,-0.361605,2.2799500000000003e-40
0.25,-0.5,-0.33369,-3.49974e-41
0.23,-0.5,-0.305881,-2.94861e-40
0.21,-0.5,-0.278221,-5.71597e-40
0.19,-0.5,-0.250731,-8.524730000000001e-40
0.17,-0.5,-0.223439,-1.13621e-39
0.15,-0.5,-0.196368,-1.4178299999999999e-39
0.12,-0.5,-0.156204,-1.8229099999999997e-39
0.1,-0.5,-0.129722,-2.06384e-39
0.08,-0.5,-0.103466,-2.28526e-39
0.06,-0.5,-0.0774089,-2.4625999999999997e-39
0.04,-0.5,-0.0515111,-2.5965399999999996e-39
0.02,-0.5,-0.0257267,-2.6781699999999996e-39
0.5,-0.5,-0.687452,1.8181599999999997e-39
0.0,-0.5,0.0,-2.7047299999999996e-39
0.5,0.48,-0.641133,0.612582
0.5,0.46,-0.648734,0.599233
0.5,0.44,-0.656358,0.58587
0.5,0.42,-0.664029,0.572501
0.5,0.4,-0.671768,0.559138
0.5,0.37,-0.683548,0.539156
0.5,0.35,-0.691538,0.525913
0.5,0.33,-0.699645,0.512785
0.5,0.31,-0.707868,0.499807
0.5,0.29,-0.716202,0.48702
0.5,0.27,-0.724626,0.474508
0.5,0.25,-0.733086,0.462346
0.5,0.23,-0.741524,0.450549
0.5,0.21,-0.74987,0.439164
0.5,0.19,-0.758048,0.428282
0.5,0.17,-0.765932,0.417934
0.5,0.15,-0.773395,0.40814
0.5,0.12,-0.783516,0.394494
0.5,0.1,-0.789352,0.386012
0.5,0.08,-0.794278,0.378026
0.5,0.06,-0.798215,0.370417
0.5,0.04,-0.801039,0.363055
0.5,0.02,-0.802694,0.35584
0.5,0.0,-0.803124,0.348682
0.5,-0.02,-0.80231,0.341412
0.5,-0.04,-0.800295,0.333902
0.5,-0.06,-0.797132,0.325949
0.5,-0.08,-0.79293,0.317484
0.5,-0.1,-0.78781,0.308403
0.5,-0.13,-0.778746,0.293443
0.5,-0.15,-0.771974,0.282538
0.5,-0.17,-0.764833,0.270823
0.5,-0.19,-0.757488,0.258332
0.5,-0.21,-0.750046,0.245111
0.5,-0.23,-0.742653,0.231122
0.5,-0.25,-0.735469,0.216412
0.5,-0.27,-0.728585,0.201118
0.5,-0.29,-0.722078,0.1853
0.5,-0.31,-0.716005,0.168967
0.5,-0.33,-0.710439,0.152198
0.5,-0.35,-0.705424,0.135062
0.5,-0.38,-0.699003,0.108784
0.5,-0.4,-0.695482,0.0909952
0.5,-0.42,-0.692603,0.0730029
0.5,-0.44,-0.690349,0.0548657
0.5,-0.46,-0.688745,0.0366362
0.5,-0.48,-0.687777,0.0183367
0.5,0.5,-0.633535,0.625919
-0.48,0.5,0.606817,0.633512
-0.46,0.5,0.580156,0.641116
-0.44,0.5,0.553506,0.6487
-0.42,0.5,0.52686,0.656251
-0.4,0.5,0.500209,0.663765
-0.37,0.5,0.460216,0.674979
-0.35,0.5,0.433553,0.682433
-0.33,0.5,0.406909,0.689881
-0.31,0.5,0.380303,0.69733
-0.29,0.5,0.353767,0.704782
-0.27,0.5,0.32735,0.712233
-0.25,0.5,0.301115,0.719655
-0.23,0.5,0.275086,0.727008
-0.21,0.5,0.249306,0.734245
-0.19,0.5,0.223844,0.741313
-0.17,0.5,0.198743,0.748119
-0.15,0.5,0.174032,0.754567
-0.12,0.5,0.137759,0.763329
-0.1,0.5,0.114041,0.768407
-0.08,0.5,0.0907267,0.772725
-0.06,0.5,0.0677413,0.776223
-0.04,0.5,0.0449921,0.778784
-0.02,0.5,0.0224204,0.780362
0.0,0.5,-1.8619e-05,0.780899
0.02,0.5,-0.0224572,0.780366
0.04,0.5,-0.0449838,0.778792
0.06,0.5,-0.0677321,0.776218
0.08,0.5,-0.0907393,0.772717
0.1,0.5,-0.114072,0.768375
0.13,0.5,-0.149795,0.760516
0.15,0.5,-0.174104,0.754529
0.17,0.5,-0.198812,0.74808
0.19,0.5,-0.2239,0.741292
0.21,0.5,-0.249338,0.734226
0.23,0.5,-0.275114,0.726979
0.25,0.5,-0.301161,0.719629
0.27,0.5,-0.327408,0.712215
0.29,0.5,-0.353809,0.704772
0.31,0.5,-0.380341,0.69732
0.33,0.5,-0.406949,0.689872
0.35,0.5,-0.433598,0.682426
0.38,0.5,-0.473594,0.671244
0.4,0.5,-0.500255,0.663764
0.42,0.5,-0.526906,0.656252
0.44,0.5,-0.553552,0.648704
0.46,0.5,-0.580201,0.641122
0.48,0.5,-0.606863,0.633521
-0.5,0.5,0.63349,0.625907
-0.5,-0.48,0.687767,0.0183258
-0.5,-0.46,0.688738,0.0366392
-0.5,-0.44,0.690338,0.0548833
-0.5,-0.42,0.692599,0.0730021
-0.5,-0.4,0.69549,0.090983
-0.5,-0.37,0.70099,0.117608
-0.5,-0.35,0.705419,0.135065
-0.5,-0.33,0.71045,0.152204
-0.5,-0.31,0.716016,0.168957
-0.5,-0.29,0.722072,0.185291
-0.5,-0.27,0.728583,0.201149
-0.5,-0.25,0.735485,0.216436
-0.5,-0.23,0.742675,0.231101
-0.5,-0.21,0.750038,0.245122
-0.5,-0.19,0.757483,0.258394
-0.5,-0.17,0.764853,0.270894
-0.5,-0.15,0.772003,0.282598
-0.5,-0.12,0.781967,0.298624
-0.5,-0.1,0.787855,0.308408
-0.5,-0.08,0.792973,0.317526
-0.5,-0.06,0.797174,0.325974
-0.5,-0.04,0.800309,0.333869
-0.5,-0.02,0.802326,0.341408
-0.5,0.0,0.803132,0.348694
-0.5,0.02,0.802714,0.355866
-0.5,0.04,0.801071,0.363036
-0.5,0.06,0.798237,0.370387
-0.5,0.08,0.794298,0.378011
-0.5,0.1,0.78935,0.386017
-0.5,0.13,0.780319,0.398909
-0.5,0.15,0.773407,0.408141
-0.5,0.17,0.76592,0.417924
-0.5,0.19,0.758035,0.428286
-0.5,0.21,0.749875,0.439165
-0.5,0.23,0.741523,0.450519
-0.5,0.25,0.733069,0.462316
-0.5,0.27,0.724603,0.474507
-0.5,0.29,0.716184,0.48701
-0.5,0.31,0.707845,0.499784
-0.5,0.33,0.699616,0.512765
-0.5,0.35,0.691506,0.525899
-0.5,0.38,0.679565,0.545789
-0.5,0.4,0.671735,0.559126
-0.5,0.42,0.663994,0.572489
-0.5,0.44,0.656321,0.585859
-0.5,0.46,0.648694,0.599221
-0.5,0.48,0.641091,0.61257
-0.5,-0.5,0.687449,1.8148199999999997e-39
-0.02,-0.5,0.0257268,-2.6759699999999996e-39
-0.04,-0.5,0.0515105,-2.5962399999999998e-39
-0.06,-0.5,0.0774089,-2.4619399999999997e-39
-0.08,-0.5,0.103467,-2.2834e-39
-0.1,-0.5,0.129722,-2.0673899999999997e-39
-0.13,-0.5,0.169524,-1.69204e-39
-0.15,-0.5,0.196357,-1.4263099999999999e-39
-0.17,-0.5,0.22343,-1.1341599999999998e-39
-0.19,-0.5,0.250723,-8.51332e-40
-0.21,-0.5,0.278209,-5.718540000000001e-40
-0.23,-0.5,0.30587,-3.05042e-40
-0.25,-0.5,0.333673,-2.58161e-41
-0.27,-0.5,0.361589,2.2225e-40
-0.29,-0.5,0.389594,4.73984e-40
-0.31,-0.5,0.417652,7.14652e-40
-0.33,-0.5,0.44575,9.551030000000001e-40
-0.35,-0.5,0.473881,1.1996399999999999e-39
-0.38,-0.5,0.516135,1.58567e-39
-0.4,-0.5,0.544368,1.8653499999999998e-39
-0.42,-0.5,0.572675,2.1708499999999998e-39
-0.44,-0.5,0.60109,2.5060499999999998e-39
-0.46,-0.5,0.629654,2.8811699999999997e-39
-0.48,-0.5,0.658422,3.2983999999999995e-39
-0.106781,-0.0256244,0.423955,0.343152
-0.107832,0.0151391,0.435618,0.383056
0.124498,-0.023053,-0.43327,0.356481
0.144827,-0.0139002,-0.447019,0.362951
0.162654,-0.0231399,-0.449099,0.359519
0.182477,-0.0209589,-0.461655,0.358805
0.213596,-0.0223746,-0.482885,0.355131
0.2266,-0.0219029,-0.493728,0.353894
0.248363,-0.0247229,-0.512366,0.350267
0.262352,-0.024065,-0.525902,0.349063
0.284542,-0.0196037,-0.549121,0.348935
0.307608,-0.0254212,-0.572635,0.343938
0.331309,-0.0227168,-0.599482,0.343285
0.359677,-0.0195439,-0.632614,0.342903
0.381199,-0.0255104,-0.65744,0.33853
0.39445,-0.0248091,-0.673476,0.338281
0.418873,-0.0219922,-0.703506,0.338946
0.439745,-0.0217889,-0.72904,0.338768
0.452315,-0.0231638,-0.744325,0.338155
0.476567,-0.0224094,-0.774016,0.339121
0.47754,0.000739599,-0.776315,0.348989
0.453297,0.00321964,-0.74687,0.350472
0.438333,0.00226967,-0.728602,0.35047
0.423712,0.000533538,-0.710743,0.350136
0.395709,-0.000876594,-0.676763,0.350611
0.381768,0.00195347,-0.66012,0.35279
0.352849,0.00225322,-0.626063,0.354635
0.329482,3.60363e-06,-0.599386,0.354995
0.30815,-0.00326592,-0.575783,0.354855
0.286163,-0.00417613,-0.55259,0.356063
0.267623,-0.00040341,-0.53418,0.359193
0.255554,0.000302463,-0.522742,0.360378
0.234337,2.34683e-05,-0.503799,0.361774
0.211863,0.00076166,-0.485915,0.363547
0.191758,-0.00277593,-0.472322,0.363774
0.168814,0.00121293,-0.459949,0.366264
0.148228,0.00374966,-0.451905,0.368
0.126665,-0.00174402,-0.445985,0.366922
0.100995,-0.040955,-0.397637,0.324863
0.12334,-0.0334137,-0.420207,0.350866
0.144849,-0.0400602,-0.422933,0.352816
0.164493,-0.0383815,-0.437722,0.353721
0.189188,-0.0389798,-0.455186,0.351315
0.209935,-0.0470738,-0.467107,0.345061
0.231663,-0.0425976,-0.489653,0.344241
0.247582,-0.0443088,-0.504315,0.34131
0.273856,-0.0366767,-0.533948,0.341829
0.290257,-0.0457283,-0.548488,0.335354
0.315905,-0.0446181,-0.577397,0.333225
0.333815,-0.0455546,-0.597704,0.331072
0.352298,-0.0401975,-0.620564,0.332479
0.377743,-0.0450227,-0.649966,0.32832
