X,Y,U1,U2
0.0955573,0.0294755,-0.68289,-0.0444594
0.0826239,0.056332,-0.591494,-0.0759227
0.062349,0.0781832,-0.446957,-0.100684
0.0365341,0.0930874,-0.262122,-0.115318
0.00747301,0.0997204,-0.0509379,-0.123333
-0.0222521,0.0974928,0.158934,-0.120872
-0.05,0.0866025,0.359386,-0.10702
-0.0733052,0.0680173,0.524619,-0.0891124
-0.0900969,0.0433884,0.644635,-0.0606462
-0.0988831,0.0149042,0.707156,-0.0275398
-0.0988831,-0.0149042,0.706215,0.00728822
-0.0900969,-0.0433884,0.641147,0.0423122
-0.0733052,-0.0680173,0.520516,0.0725544
-0.05,-0.0866025,0.35309,0.0959389
-0.0222521,-0.0974928,0.156537,0.110824
0.00747301,-0.0997204,-0.05107,0.114375
0.0365341,-0.0930874,-0.259589,0.105231
0.062349,-0.0781832,-0.443047,0.0855381
0.0826239,-0.056332,-0.585926,0.0585939
0.0955573,-0.0294755,-0.681451,0.024636
0.1,0.0,-0.714522,-0.0103811
0.48,-0.5,-1.00744,-1.68312e-38
0.46,-0.5,-0.96544,-1.73462e-38
0.44,-0.5,-0.923661,-1.77982e-38
0.42,-0.5,-0.882022,-1.81884e-38
0.4,-0.5,-0.840449,-1.85289e-38
0.37,-0.5,-0.778076,-1.8958e-38
0.35,-0.5,-0.736447,-1.91955e-38
0.33,-0.5,-0.694723,-1.94217e-38
0.31,-0.5,-0.652885,-1.9619e-38
0.29,-0.5,-0.61094,-1.98201e-38
0.27,-0.5,-0.568884,-1.99994e-38
0.25,-0.5,-0.526722,-2.01922e-38
0.23,-0.5,-0.484471,-2.03781e-38
0.21,-0.5,-0.442177,-2.05758e-38
0.19,-0.5,-0.399848,-2.07731e-38
0.17,-0.5,-0.357517,-2.09733e-38
0.15,-0.5,-0.315211,-2.11732e-38
0.12,-0.5,-0.251852,-2.14633e-38
0.1,-0.5,-0.209704,-2.16371e-38
0.08,-0.5,-0.167639,-2.17977e-38
0.06,-0.5,-0.125649,-2.19274e-38
0.04,-0.5,-0.0837242,-2.2026e-38
0.02,-0.5,-0.0418489,-2.20859e-38
0.5,-0.5,-1.04978,-8.194249999999999e-39
0.0,-0.5,0.0,-2.21058e-38
0.5,0.48,-1.00882,-0.11787
0.5,0.46,-1.01647,-0.117918
0.5,0.44,-1.02421,-0.118016
0.5,0.42,-1.0321,-0.118135
0.5,0.4,-1.0402,-0.118232
