X,Y,U1,U2
0.0955573,0.0294755,-0.0416865,-1.76703
0.0826239,0.056332,-0.0320011,-2.02039
0.062349,0.0781832,-0.023458,-2.22413
0.0365341,0.0930874,-0.0141336,-2.36339
0.00747301,0.0997204,-0.00384135,-2.42519
-0.0222521,0.0974928,0.0087313,-2.40451
-0.05,0.0866025,0.0206932,-2.30239
-0.0733052,0.0680173,0.0279687,-2.12842
-0.0900969,0.0433884,0.0368194,-1.89859
-0.0988831,0.0149042,0.0446012,-1.6338
-0.0988831,-0.0149042,0.0466513,-1.36022
-0.0900969,-0.0433884,0.0434115,-1.10335
-0.0733052,-0.0680173,0.0380893,-0.879099
-0.05,-0.0866025,0.0278316,-0.713164
-0.0222521,-0.0974928,0.0122742,-0.61488
0.00747301,-0.0997204,-0.00499969,-0.594627
0.0365341,-0.0930874,-0.019728,-0.652938
0.062349,-0.0781832,-0.0323263,-0.78577
0.0826239,-0.056332,-0.0415701,-0.986803
0.0955573,-0.0294755,-0.0461638,-1.22695
0.1,0.0,-0.0457085,-1.49636
0.48,-0.5,0.115081,-5.52401e-38
0.46,-0.5,0.105047,-5.4882e-38
0.44,-0.5,0.0952517,-5.45215e-38
0.42,-0.5,0.0857025,-5.41571e-38
0.4,-0.5,0.0764072,-5.378499999999999e-38
0.37,-0.5,0.06298,-5.32077e-38
0.35,-0.5,0.0544178,-5.28072e-38
0.33,-0.5,0.046213,-5.23668e-38
0.31,-0.5,0.038398,-5.19212e-38
0.29,-0.5,0.0310478,-5.14177e-38
0.27,-0.5,0.0242113,-5.09104e-38
0.25,-0.5,0.0179531,-5.03406e-38
0.23,-0.5,0.0123449,-4.97658e-38
0.21,-0.5,0.00744031,-4.915319999999999e-38
0.19,-0.5,0.0033037,-4.85228e-38
0.17,-0.5,-3.48054e-05,-4.78884e-38
0.15,-0.5,-0.00255697,-4.72616e-38
0.12,-0.5,-0.004816,-4.63666e-38
0.1,-0.5,-0.00537372,-4.58373e-38
0.08,-0.5,-0.00523264,-4.53532e-38
0.06,-0.5,-0.00448578,-4.49681e-38
0.04,-0.5,-0.00326612,-4.46789e-38
0.02,-0.5,-0.00171572,-4.4502e-38
0.5,-0.5,0.125364,-2.77583e-38
0.0,-0.5,-0.0,-4.4445699999999997e-38
0.5,0.48,0.0424768,-2.745
0.5,0.46,0.053754,-2.69173
0.5,0.44,0.0649178,-2.63852
0.5,0.42,0.0758731,-2.58534
0.5,0.4,0.0865658,-2.53213
0.5,0.37,0.102064,-2.45216
0.5,0.35,0.112037,-2.39868
0.5,0.33,0.121745,-2.34504
0.5,0.31,0.131215,-2.29125
0.5,0.29,0.140451,-2.23731
0.5,0.27,0.149474,-2.18324
0.5,0.25,0.158295,-2.1291
0.5,0.23,0.166882,-2.07493
0.5,0.21,0.175203,-2.02078
0.5,0.19,0.183208,-1.96669
0.5,0.17,0.190825,-1.91273
0.5,0.15,0.197958,-1.85895
0.5,0.12,0.207525,-1.77865
0.5,0.1,0.212974,-1.72534
0.5,0.08,0.217534,-1.67225
0.5,0.06,0.221134,-1.61929
0.5,0.04,0.223656,-1.56638
0.5,0.02,0.225057,-1.51342
0.5,0.0,0.225305,-1.46037
0.5,-0.02,0.224384,-1.40712
0.5,-0.04,0.222345,-1.35356
0.5,-0.06,0.219251,-1.29952
0.5,-0.08,0.215223,-1.24498
0.5,-0.1,0.210389,-1.18986
0.5,-0.13,0.201968,-1.10601
0.5,-0.15,0.195779,-1.04932
0.5,-0.17,0.189334,-0.991995
0.5,-0.19,0.182792,-0.934075
0.5,-0.21,0.176257,-0.875626
0.5,-0.23,0.169861,-0.816653
0.5,-0.25,0.163729,-0.757222
0.5,-0.27,0.157939,-0.697445
0.5,-0.29,0.152546,-0.637387
0.5,-0.31,0.147592,-0.577085
0.5,-0.33,0.143118,-0.5166
0.5,-0.35,0.139141,-0.455983
0.5,-0.38,0.134131,-0.364892
0.5,-0.4,0.131425,-0.304117
0.5,-0.42,0.129234,-0.243304
0.5,-0.44,0.127532,-0.182478
0.5,-0.46,0.126331,-0.121653
0.5,-0.48,0.125607,-0.0608282
0.5,0.5,0.0311868,-2.79835
-0.48,0.5,-0.0243664,-2.80957
-0.46,0.5,-0.0176321,-2.82085
-0.44,0.5,-0.0108224,-2.83224
-0.42,0.5,-0.00397734,-2.84386
-0.4,0.5,0.00283718,-2.85579
-0.37,0.5,0.0128323,-2.8744
-0.35,0.5,0.0192173,-2.88733
-0.33,0.5,0.025249,-2.90068
-0.31,0.5,0.0308493,-2.91445
-0.29,0.5,0.0359092,-2.92862
-0.27,0.5,0.0402493,-2.94313
-0.25,0.5,0.0437299,-2.95785
-0.23,0.5,0.0463447,-2.97266
-0.21,0.5,0.048011,-2.98743
-0.19,0.5,0.0485317,-3.002
-0.17,0.5,0.0478701,-3.01612
-0.15,0.5,0.0459941,-3.02957
-0.12,0.5,0.0408503,-3.04791
-0.1,0.5,0.0360933,-3.05858
-0.08,0.5,0.0302448,-3.06765
-0.06,0.5,0.0235075,-3.07501
-0.04,0.5,0.0161294,-3.0804
-0.02,0.5,0.00826807,-3.08373
