X,Y,U1,U2
0.0955573,0.0294755,-0.624577,0.620955
0.0826239,0.056332,-0.542525,0.686468
0.062349,0.0781832,-0.410226,0.739657
0.0365341,0.0930874,-0.24044,0.778161
0.00747301,0.0997204,-0.0463138,0.793822
-0.0222521,0.0974928,0.145727,0.788374
-0.05,0.0866025,0.329165,0.763064
-0.0733052,0.0680173,0.481342,0.714614
-0.0900969,0.0433884,0.590538,0.655115
-0.0988831,0.0149042,0.646233,0.586857
-0.0988831,-0.0149042,0.644583,0.516914
-0.0900969,-0.0433884,0.584796,0.453425
-0.0733052,-0.0680173,0.473701,0.397682
-0.05,-0.0866025,0.320585,0.357379
-0.0222521,-0.0974928,0.14215,0.334477
0.00747301,-0.0997204,-0.0460032,0.330212
0.0365341,-0.0930874,-0.235967,0.343505
0.062349,-0.0781832,-0.403235,0.374856
0.0826239,-0.056332,-0.533717,0.424983
0.0955573,-0.0294755,-0.621549,0.483202
0.1,0.0,-0.652724,0.551402
0.48,-0.5,-0.987632,4.9357899999999996e-39
0.46,-0.5,-0.944492,4.3187199999999997e-39
0.44,-0.5,-0.901652,3.75973e-39
0.42,-0.5,-0.859034,3.25734e-39
0.4,-0.5,-0.816573,2.7985699999999996e-39
0.37,-0.5,-0.753064,2.17978e-39
0.35,-0.5,-0.710826,1.80693e-39
0.33,-0.5,-0.668633,1.4296999999999998e-39
0.31,-0.5,-0.626479,1.0776699999999999e-39
0.29,-0.5,-0.584399,7.00248e-40
0.27,-0.5,-0.542408,3.41994e-40
0.25,-0.5,-0.500534,-5.24954e-41
0.23,-0.5,-0.458821,-4.42292e-40
0.21,-0.5,-0.417331,-8.57394e-40
0.19,-0.5,-0.376096,-1.2787099999999998e-39
0.17,-0.5,-0.335159,-1.70431e-39
0.15,-0.5,-0.294552,-2.12675e-39
0.12,-0.5,-0.234306,-2.7343699999999997e-39
0.1,-0.5,-0.194583,-3.09576e-39
0.08,-0.5,-0.1552,-3.4278899999999995e-39
0.06,-0.5,-0.116113,-3.6939099999999997e-39
0.04,-0.5,-0.0772667,-3.89482e-39
0.02,-0.5,-0.03859,-4.0172499999999993e-39
0.5,-0.5,-1.03118,2.72724e-39
0.0,-0.5,0.0,-4.0570999999999996e-39
