X,Y,U1,U2
0.0955573,0.0294755,-0.249879,-1.56004
0.0826239,0.056332,-0.212843,-1.79156
0.062349,0.0781832,-0.1602,-1.97758
0.0365341,0.0930874,-0.0942802,-2.104
0.00747301,0.0997204,-0.0192793,-2.16058
-0.0222521,0.0974928,0.0573069,-2.14172
-0.05,0.0866025,0.130415,-2.04803
-0.0733052,0.0680173,0.188416,-1.89021
-0.0900969,0.0433884,0.233665,-1.68022
-0.0988831,0.0149042,0.260012,-1.43818
-0.0988831,-0.0149042,0.261512,-1.18791
-0.0900969,-0.0433884,0.238344,-0.95221
-0.0733052,-0.0680173,0.19599,-0.746539
-0.05,-0.0866025,0.134693,-0.594038
-0.0222521,-0.0974928,0.0596577,-0.503387
0.00747301,-0.0997204,-0.0203341,-0.484556
0.0365341,-0.0930874,-0.0983837,-0.538436
0.062349,-0.0781832,-0.166738,-0.660818
0.0826239,-0.056332,-0.219476,-0.845142
0.0955573,-0.0294755,-0.253347,-1.06588
0.1,0.0,-0.263283,-1.31256
0.48,-0.5,-0.21413,-5.35948e-38
0.46,-0.5,-0.209784,-5.34424e-38
0.44,-0.5,-0.205299,-5.32683e-38
0.42,-0.5,-0.200642,-5.30713e-38
0.4,-0.5,-0.195784,-5.28521e-38
0.37,-0.5,-0.188041,-5.24811e-38
0.35,-0.5,-0.182524,-5.22049e-38
0.33,-0.5,-0.176665,-5.18902e-38
0.31,-0.5,-0.170428,-5.1562e-38
0.29,-0.5,-0.163752,-5.11843e-38
0.27,-0.5,-0.156591,-5.07964e-38
0.25,-0.5,-0.148892,-5.03581e-38
0.23,-0.5,-0.140596,-4.99132e-38
0.21,-0.5,-0.13167,-4.9439e-38
0.19,-0.5,-0.122062,-4.8949e-38
0.17,-0.5,-0.111754,-4.84565e-38
0.15,-0.5,-0.100741,-4.797059999999999e-38
0.12,-0.5,-0.0829179,-4.72781e-38
0.1,-0.5,-0.0702346,-4.68692e-38
0.08,-0.5,-0.0569658,-4.64958e-38
0.06,-0.5,-0.0431903,-4.61994e-38
0.04,-0.5,-0.0290217,-4.59771e-38
0.02,-0.5,-0.0145791,-4.5841e-38
0.5,-0.5,-0.218362,-2.68492e-38
0.0,-0.5,-0.0,-4.5798e-38
0.5,0.48,-0.27809,-2.43871
0.5,0.46,-0.270613,-2.39211
