X,Y,U1,U2
0.0955573,0.0294755,-0.966022,0.598725
0.0826239,0.056332,-0.838272,0.648506
0.062349,0.0781832,-0.633705,0.689315
0.0365341,0.0930874,-0.371501,0.720503
0.00747301,0.0997204,-0.0717827,0.732156
-0.0222521,0.0974928,0.225194,0.727938
-0.05,0.0866025,0.508858,0.709554
-0.0733052,0.0680173,0.743651,0.670058
-0.0900969,0.0433884,0.912855,0.624792
-0.0988831,0.0149042,0.999811,0.573088
-0.0988831,-0.0149042,0.99769,0.520559
-0.0900969,-0.0433884,0.90537,0.474581
-0.0733052,-0.0680173,0.733959,0.433959
-0.05,-0.0866025,0.49713,0.405349
-0.0222521,-0.0974928,0.220419,0.389889
0.00747301,-0.0997204,-0.0715382,0.387399
0.0365341,-0.0930874,-0.365762,0.39612
0.062349,-0.0781832,-0.624758,0.417625
0.0826239,-0.056332,-0.82668,0.45428
0.0955573,-0.0294755,-0.962275,0.49552
0.1,0.0,-1.00999,0.546212
0.48,-0.5,-1.49135,-3.4798e-39
0.46,-0.5,-1.42721,-4.3543599999999995e-39
0.44,-0.5,-1.36348,-5.1393799999999994e-39
0.42,-0.5,-1.30004,-5.8368399999999995e-39
0.4,-0.5,-1.2368,-6.46586e-39
0.37,-0.5,-1.1421,-7.29921e-39
0.35,-0.5,-1.07905,-7.790809999999999e-39
0.33,-0.5,-1.01599,-8.28116e-39
0.31,-0.5,-0.952921,-8.731819999999999e-39
0.29,-0.5,-0.889869,-9.20982e-39
0.27,-0.5,-0.826849,-9.6577e-39
0.25,-0.5,-0.763895,-1.01486e-38
0.23,-0.5,-0.701057,-1.06313e-38
0.21,-0.5,-0.638419,-1.1145299999999999e-38
0.19,-0.5,-0.57602,-1.16652e-38
0.17,-0.5,-0.513917,-1.2191e-38
0.15,-0.5,-0.452157,-1.27133e-38
0.12,-0.5,-0.360232,-1.3466e-38
0.1,-0.5,-0.299435,-1.39143e-38
0.08,-0.5,-0.239019,-1.43267e-38
0.06,-0.5,-0.178938,-1.46576e-38
0.04,-0.5,-0.119129,-1.49078e-38
0.02,-0.5,-0.0595145,-1.50602e-38
0.5,-0.5,-1.55607,-1.36988e-39
0.0,-0.5,0.0,-1.511e-38
0.5,0.48,-1.46611,0.859938
0.5,0.46,-1.48134,0.83989
0.5,0.44,-1.49664,0.819797
0.5,0.42,-1.51209,0.799684
0.5,0.4,-1.52775,0.779591
0.5,0.37,-1.55175,0.749628
