X,Y,U1,U2
0.0955573,0.0294755,0.224819,-1.3086
0.0826239,0.056332,0.197809,-1.48682
0.062349,0.0781832,0.150016,-1.63034
0.0365341,0.0930874,0.0876957,-1.7293
0.00747301,0.0997204,0.0162207,-1.77264
-0.0222521,0.0974928,-0.0530519,-1.75806
-0.05,0.0866025,-0.11925,-1.68666
-0.0733052,0.0680173,-0.175755,-1.5629
-0.0900969,0.0433884,-0.214124,-1.4012
-0.0988831,0.0149042,-0.231732,-1.21502
-0.0988831,-0.0149042,-0.229842,-1.0229
-0.0900969,-0.0433884,-0.207872,-0.843381
-0.0733052,-0.0680173,-0.166627,-0.686532
-0.05,-0.0866025,-0.111535,-0.57085
-0.0222521,-0.0974928,-0.0494956,-0.502719
0.00747301,-0.0997204,0.0154015,-0.488861
0.0365341,-0.0930874,0.0825499,-0.529165
0.062349,-0.0781832,0.141898,-0.621404
0.0826239,-0.056332,0.188545,-0.762075
0.0955573,-0.0294755,0.220921,-0.92945
0.1,0.0,0.233665,-1.11838
0.48,-0.5,0.464101,-3.51184e-38
0.46,-0.5,0.440825,-3.46567e-38
0.44,-0.5,0.417812,-3.42168e-38
0.42,-0.5,0.395035,-3.37972e-38
0.4,-0.5,0.372474,-3.33904e-38
0.37,-0.5,0.339014,-3.27965e-38
0.35,-0.5,0.316981,-3.24071e-38
0.33,-0.5,0.295181,-3.1991999999999997e-38
0.31,-0.5,0.27363,-3.1583799999999997e-38
0.29,-0.5,0.252388,-3.11307e-38
0.27,-0.5,0.23149,-3.06831e-38
0.25,-0.5,0.210986,-3.01833e-38
0.23,-0.5,0.190935,-2.96826e-38
0.21,-0.5,0.171397,-2.9149e-38
0.19,-0.5,0.152421,-2.86022e-38
0.17,-0.5,0.134043,-2.8051299999999997e-38
0.15,-0.5,0.116286,-2.75063e-38
0.12,-0.5,0.0908327,-2.67262e-38
0.1,-0.5,0.0746088,-2.62641e-38
0.08,-0.5,0.0589402,-2.58407e-38
0.06,-0.5,0.0437539,-2.55033e-38
